value,value,value,value,value,value,value,value,value,value,value,value,value,value,value,value,value,value,value,value,value,value,value,value,value,value,value,value,value,value,value,value,value,value
,,,,,,,,,,,,,,,,,,,,,,,,,,5.894714,,,895.6797,,1571.796,219.8081,854.5666
,,,,,,,,,,,,,,,,,,,,,,,,,,5.894714,8.015989,,897.6492,14.05182,1586.668,218.9207,855.7477
,,,,,,,,,,,,,,,,,,,,,,,,,,,8.012787,540.8538,888.054,14.0728,1592.972,220.2705,852.795
,,,,,,,,,,,,,,,,,,,,,,,,,,5.910735,,,884.8298,14.0976,1598.908,219.8307,842.4606
,,,,,,,,,,,,,,,,,,,,,,,,,,5.928359,8.006378,540.8538,883.8743,,1593.006,218.9495,858.4051
,,,,,,,,,,,,,,,,,,,,,,,,,,5.958801,,540.7108,882.3442,14.0995,1582.495,218.8464,862.5389
,,,,,,,,,,,,,,,,,,,,,,,,,,5.974823,,,885.9396,14.08997,1576.95,220.7315,866.0821
,,,,,,,,,,,,,,,,,,,,,,,,,,5.982833,,,885.9382,14.08234,1569.895,220.5166,865.4916
,,,,,,,,,,,,,,,,,,,,,,,,,,5.974823,8.009581,540.5676,895.1622,14.07852,1567.836,221.2259,864.901
,,,,,,,,,,,,,,,,,,,,,,,,,,5.968413,8.012787,540.4246,904.1186,14.07661,1569.41,222.9639,864.3103
,,,,,,,,,,,,,,,,,,,,,,,,,,5.94438,,,905.5054,14.07089,1572.74,224.2937,855.1572
,,,,,,,,,,,,,,,,,,,,,,,,,,5.942779,8.015989,,903.449,14.07661,1581.775,222.8393,
,,,,,,,,,,,,,,,,,,,,,,,,,,5.93637,8.019196,540.2815,904.8411,14.08043,1596.477,223.0777,855.4524
,,,,,,,,,,,,,,,,,,,,,,,,,,5.934768,,540.1384,908.35,14.09569,1614.239,222.621,849.2518
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,898.3291,14.09378,1622.774,221.1161,864.901
,,,,,,,,,,,,,,,,,,,,,,,,,,,8.015989,539.9953,896.8215,14.10141,1629.327,222.8903,866.9677
,,,,,,,,,,,,,,,,,,,,,,,,,,5.957198,8.012787,539.8522,894.2958,14.10713,1628.472,224.5541,869.0346
,,,,,,,,,,,,,,,,,,,,,,,,,,5.973219,8.009581,,895.0339,14.10904,1615.845,224.8142,870.5111
,,,,,,,,,,,,,,,,,,,,,,,,,,6.006866,,539.7091,899.2371,14.10332,1604.338,225.5301,871.9874
,,,,,,,,,,,,,,,,,,,,,,,,,,6.013274,8.011183,,901.6403,14.09569,1593.448,226.0738,872.8732
,,,,,,,,,,,,,,,,,,,,,,,,,,5.982833,8.012787,539.5661,904.7064,14.10522,1591.923,226.6872,866.9677
,,,,,,,,,,,,,,,,,,,,,,,,,,5.966812,,539.423,906.2626,14.10141,1597.146,227.4319,871.1016
,,,,,,,,,,,,,,,,,,,,,,,,,,5.942779,,,912.6216,,1594.553,226.7474,864.0152
,,,,,,,,,,,,,,,,,,,,,,,,,,,,539.2799,913.7202,14.0976,1592.298,227.525,861.9484
,,,,,,,,,,,,,,,,,,,,,,,,,,,8.009581,539.1368,914.5452,14.10141,1604.802,225.4003,862.2434
,,,,,,,,,,,,,,,,,,,,,,,,,,5.958801,8.006378,,912.0767,,1613.853,225.0724,871.397
,,,,,,,,,,,,,,,,,,,,,,,,,,,8.003174,538.9937,918.1295,14.10904,1621.99,225.9596,873.1686
,,,,,,,,,,,,,,,,,,,,,,,,,,,7.996765,538.8506,915.5593,14.1243,1626.711,227.8471,875.8259
,,,,,,,,,,,,,,,,,,,,,,,,,,5.976425,,,914.3552,14.1262,1624.032,227.4669,884.3107
,,,,,,,,,,,,,,,,,,,,,,,,,,6.006866,7.998366,538.7076,907.7327,14.13002,1617.468,229.605,879.3692
,,,,,,,,,,,,,,,,,,,,,,,,,,6.030898,7.996765,538.5645,916.0032,14.14337,1609.432,230.0121,883.5029
,,,,,,,,,,,,,,,,,,,,,,,,,,,7.999968,,910.7734,14.13574,1609.634,227.8961,876.1213
,,,,,,,,,,,,,,,,,,,,,,,,,,6.006866,8.009581,538.4214,916.7141,14.14146,1613.096,230.8075,880.5502
,,,,,,,,,,,,,,,,,,,,,,,,,,5.960403,8.012787,538.2783,916.1658,14.12048,1615.345,229.8504,876.1213
,,,,,,,,,,,,,,,,,,,,,,,,,,5.934768,,538.1352,929.2327,,1617.295,230.7026,882.9124
,,,,,,,,,,,,,,,,,,,,,,,,,,5.910735,,,934.3563,14.10904,1616.26,232.5691,887.932
,,,,,,,,,,,,,,,,,,,,,,,,,,5.878692,,537.9921,930.3151,14.11476,1641.537,233.2089,882.9124
,,,,,,,,,,,,,,,,,,,,,,,,,,5.880294,8.009581,537.849,928.9685,14.11667,1663.296,233.4709,880.5502
,,,,,,,,,,,,,,,,,,,,,,,,,,5.87068,7.996765,,926.6954,14.13193,1673.889,233.7334,879.9597
,,,,,,,,,,,,,,,,,,,,,,,,,,5.878692,7.987151,,916.3423,14.15482,1682.479,233.3112,876.4163
,,,,,,,,,,,,,,,,,,,,,,,,,,5.880294,7.979141,537.5628,916.2415,14.17389,1681.53,231.7007,877.3023
,,,,,,,,,,,,,,,,,,,,,,,,,,5.910735,7.963119,,917.2299,14.17961,1665.556,230.2238,882.0266
,,,,,,,,,,,,,,,,,,,,,,,,,,5.934768,7.953505,537.4198,916.6854,14.18915,1658.349,229.7964,875.2354
,,,,,,,,,,,,,,,,,,,,,,,,,,5.941177,,537.2767,918.4901,14.19296,1647.949,228.4262,876.1213
,,,,,,,,,,,,,,,,,,,,,,,,,,5.942779,,,921.7672,14.18152,1645.539,228.1815,884.684
,,,,,,,,,,,,,,,,,,,,,,,,,,5.926757,,537.1336,929.0919,14.17389,1647.046,228.1899,896.1995
,,,,,,,,,,,,,,,,,,,,,,,,,,5.909133,7.955108,536.9905,927.4644,14.17007,1642.169,229.8485,887.932
,,,,,,,,,,,,,,,,,,,,,,,,,,5.912338,7.950302,536.8474,933.8207,14.15672,1636.964,229.1736,893.8372
,,,,,,,,,,,,,,,,,,,,,,,,,,5.910735,7.943893,,941.3162,14.15291,1645.931,231.8285,892.735
,,,,,,,,,,,,,,,,,,,,,,,,,,5.928359,7.940689,536.7043,938.1176,14.15672,1654.975,230.4478,893.3256
,,,,,,,,,,,,,,,,,,,,,,,,,,5.925155,7.93428,,935.1779,14.17198,1663.989,232.1192,896.5737
,,,,,,,,,,,,,,,,,,,,,,,,,,,7.929472,536.5612,935.3398,14.18533,1668.355,231.6614,897.755
,,,,,,,,,,,,,,,,,,,,,,,,,,5.93637,7.926269,536.4182,929.9651,14.19868,1666.959,231.9368,899.8221
,,,,,,,,,,,,,,,,,,,,,,,,,,5.958801,,,932.3953,14.21013,1654.624,231.5654,901.0827
,,,,,,,,,,,,,,,,,,,,,,,,,,5.974823,7.924666,536.275,926.726,14.22157,1640.487,232.1645,899.3106
,,,,,,,,,,,,,,,,,,,,,,,,,,6.005264,7.926269,536.132,927.2642,14.21967,1629.567,230.8684,891.6324
,,,,,,,,,,,,,,,,,,,,,,,,,,6.006866,7.931075,535.9889,929.3192,14.22348,1638.728,230.2447,891.0418
,,,,,,,,,,,,,,,,,,,,,,,,,,5.965209,7.939086,,936.0424,,1638.244,229.0701,889.8605
,,,,,,,,,,,,,,,,,,,,,,,,,,5.958801,,535.8458,936.994,14.21394,1641.082,229.3213,
,,,,,,,,,,,,,,,,,,,,,,,,,,5.942779,,535.7027,937.2582,14.20631,1637.422,226.509,888.7575
,,,,,,,,,,,,,,,,,,,,,,,,,,5.94438,,,945.7845,14.2025,1649.955,227.7506,888.167
,,,,,,,,,,,,,,,,,,,,,,,,,,5.960403,7.937484,535.5596,944.7231,14.19106,1658.502,226.9136,895.5506
,,,,,,,,,,,,,,,,,,,,,,,,,,,7.93428,535.4164,949.1157,14.19678,1660.834,228.3882,900.8669
,,,,,,,,,,,,,,,,,,,,,,,,,,5.958801,7.932678,535.2734,948.326,,1661.398,230.6717,907.0692
,,,,,,,,,,,,,,,,,,,,,,,,,,5.968413,7.929472,,952.2906,14.2025,1664.363,231.8704,908.0353
,,,,,,,,,,,,,,,,,,,,,,,,,,5.982833,7.923065,535.1303,954.0164,14.20631,1653.351,231.1239,910.3983
,,,,,,,,,,,,,,,,,,,,,,,,,,6.014877,,534.9872,950.2133,14.2025,1642.1,233.4097,907.4445
,,,,,,,,,,,,,,,,,,,,,,,,,,6.030898,7.921463,534.8441,952.0529,14.19296,1635.91,231.1582,908.626
,,,,,,,,,,,,,,,,,,,,,,,,,,6.013274,7.923065,,954.416,14.20059,1631.115,233.9973,899.2534
,,,,,,,,,,,,,,,,,,,,,,,,,,6.006866,7.929472,534.701,955.7231,14.19296,1627.758,233.2682,898.9579
,,,,,,,,,,,,,,,,,,,,,,,,,,5.968413,,534.5579,956.7651,14.18152,1631.787,231.3304,897.7765
,,,,,,,,,,,,,,,,,,,,,,,,,,5.958801,,,957.2889,14.151,1631.006,230.7908,908.491
,,,,,,,,,,,,,,,,,,,,,,,,,,5.941177,,534.4149,954.7715,14.17198,1635.98,234.0501,888.9928
,,,,,,,,,,,,,,,,,,,,,,,,,,5.93637,,534.2717,952.5613,14.18343,1649.041,227.9483,886.6295
,,,,,,,,,,,,,,,,,,,,,,,,,,5.934768,7.926269,,952.5679,14.18724,1658.126,224.8682,886.3341
,,,,,,,,,,,,,,,,,,,,,,,,,,5.942779,7.923065,534.1286,947.9758,14.19868,1663.763,222.2121,891.3563
,,,,,,,,,,,,,,,,,,,,,,,,,,5.958801,7.919859,,940.1696,14.21013,1661.823,223.2939,891.1396
,,,,,,,,,,,,,,,,,,,,,,,,,,5.974823,7.913451,533.9855,942.568,14.21967,1643.0,223.6056,891.435
,,,,,,,,,,,,,,,,,,,,,,,,,,6.006866,,533.8425,942.5648,14.21776,1625.217,226.664,
,,,,,,,,,,,,,,,,,,,,,,,,,,6.030898,,533.6993,944.9521,14.21394,1614.704,226.7062,890.9227
,,,,,,,,,,,,,,,,,,,,,,,,,,6.014877,7.916656,,948.3904,14.21013,1614.435,225.8931,890.6272
,,,,,,,,,,,,,,,,,,,,,,,,,,5.982833,7.923065,533.5563,955.9036,14.20059,1612.416,228.0804,890.0363
,,,,,,,,,,,,,,,,,,,,,,,,,,5.966812,7.924666,533.4131,949.8502,14.19296,1609.799,225.9604,889.5239
,,,,,,,,,,,,,,,,,,,,,,,,,,5.942779,7.926269,533.27,953.905,14.18343,1606.206,229.5508,
,,,,,,,,,,,,,,,,,,,,,,,,,,5.934768,,,957.8359,14.17389,1621.289,229.103,889.0114
,,,,,,,,,,,,,,,,,,,,,,,,,,5.926757,,533.127,956.5275,,1635.526,229.0505,888.7159
,,,,,,,,,,,,,,,,,,,,,,,,,,,7.924666,532.9839,957.5795,14.18343,1645.343,229.2887,889.09
47.9,16.0,33.0,16.0,30.0,18.0,25.1,15.0,25.0,25.0,16.0,25.0,10.0,10.00002,10.0,10.00002,10.0,10.0,10.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,,7.921463,,951.8115,14.18915,1646.249,229.9572,889.6811
,,,,,,,,,,,,,,,,,,,,,,,,,,5.93637,7.919859,532.8408,944.4167,14.19868,1651.561,228.9512,889.9765
,,,,,,,,,,,,,,,,,,,,,,,,,,5.957198,7.913451,532.6976,947.0687,14.20631,1637.957,229.1529,890.942
,,,,,,,,,,,,,,,,,,,,,,,,,,5.966812,,,944.2662,14.20441,1630.839,228.1138,890.3508
,,,,,,,,,,,,,,,,,,,,,,,,,,5.976425,,532.5545,943.2026,14.19678,1619.962,229.4313,
,,,,,,,,,,,,,,,,,,,,,,,,,,5.974823,,532.4115,947.1774,14.19106,1613.665,227.4286,890.1337
,,,,,,,,,,,,,,,,,,,,,,,,,,5.942779,7.919859,,949.8176,14.18724,1612.884,229.821,
,,,,,,,,,,,,,,,,,,,,,,,,,,5.926757,,532.2684,948.869,14.1758,1614.461,230.0053,889.9169
,,,,,,,,,,,,,,,,,,,,,,,,,,5.910735,7.923065,,953.6065,14.16626,1611.008,228.3658,889.03
,,,,,,,,,,,,,,,,,,,,,,,,,,5.894714,,531.9821,956.4915,14.15863,1621.16,229.3643,889.4042
,,,,,,,,,,,,,,,,,,,,,,,,,,5.878692,,,954.918,14.16054,1631.817,230.6895,888.8129
,,,,,,,,,,,,,,,,,,,,,,,,,,5.880294,7.916656,531.8391,953.0857,14.17007,1643.172,229.2885,889.6997
,,,,,,,,,,,,,,,,,,,,,,,,,,5.878692,7.913451,,944.9035,14.17961,1645.066,229.888,889.9955
,,,,,,,,,,,,,,,,,,,,,,,,,,5.894714,7.907042,531.696,943.5828,14.19296,1649.063,228.2511,890.6656
,,,,,,,,,,,,,,,,,,,,,,,,,,5.910735,7.903839,531.5529,941.4605,14.2025,1641.282,230.1108,
,,,,,,,,,,,,,,,,,,,,,,,,,,5.934768,7.900634,,939.595,14.20822,1631.519,229.0281,890.9613
,,,,,,,,,,,,,,,,,,,,,,,,,,5.942779,,531.4097,940.1284,14.2025,1620.55,228.9201,890.153
,,,,,,,,,,,,,,,,,,,,,,,,,,5.925155,,531.2666,943.5861,14.20059,1615.571,228.3404,889.8571
,,,,,,,,,,,,,,,,,,,,,,,,,,5.878692,7.903839,531.1235,946.7648,14.19678,1614.669,229.2603,889.3445
,,,,,,,,,,,,,,,,,,,,,,,,,,5.864272,,,949.4021,14.18533,1616.887,229.5465,
,,,,,,,,,,,,,,,,,,,,,,,,,,5.832229,,530.9804,955.974,14.17198,1611.728,229.6718,
,,,,,,,,,,,,,,,,,,,,,,,,,,5.790572,,,959.1132,14.16626,1617.388,227.8849,889.1274
,,,,,,,,,,,,,,,,,,,,,,,,,,5.776153,7.899032,,961.2029,14.16435,1630.34,231.3055,888.8317
,,,,,,,,,,,,,,,,,,,,,,,,,,5.76654,7.89102,530.8373,957.2839,14.17007,1642.909,229.446,889.5019
,,,,,,,,,,,,,,,,,,,,,,,,,,5.774551,7.886215,530.6942,953.0907,14.1758,1649.047,229.1919,888.6144
,,,,,,,,,,,,,,,,,,,,,,,,,,5.790572,7.873396,,951.7798,14.18724,1656.414,229.4402,889.5019
,,,,,,,,,,,,,,,,,,,,,,,,,,5.822616,7.86058,530.5511,949.1444,14.19296,1642.461,228.7896,890.468
,,,,,,,,,,,,,,,,,,,,,,,,,,5.84024,7.850966,,945.1737,14.19678,1630.081,231.1582,889.5806
,,,,,,,,,,,,,,,,,,,,,,,,,,5.86267,7.849364,530.408,951.7831,14.18915,1622.862,229.138,890.2509
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,955.4594,14.18343,1612.624,227.3864,889.3635
,,,,,,,,,,,,,,,,,,,,,,,,,,5.84024,,530.2649,956.7667,14.19868,1612.38,229.2587,877.2339
,,,,,,,,,,,,,,,,,,,,,,,,,,5.808196,,,950.454,14.19678,1613.151,223.5768,873.9797
,,,,,,,,,,,,,,,,,,,,,,,,,,5.790572,,530.1218,955.1886,14.1758,1598.555,221.4202,882.5591
,,,,,,,,,,,,,,,,,,,,,,,,,,5.768141,7.84616,,956.2359,14.16817,1601.505,223.4494,885.0042
,,,,,,,,,,,,,,,,,,,,,,,,,,5.76654,7.839751,,951.8856,14.17198,1615.626,227.7051,885.3
,,,,,,,,,,,,,,,,,,,,,,,,,,,7.830139,529.9786,952.4155,14.18152,1635.868,228.0292,883.8207
,,,,,,,,,,,,,,,,,,,,,,,,,,5.758529,,,951.8954,14.19296,1639.742,226.9143,886.2659
,,,,,,,,,,,,,,,,,,,,,,,,,,5.76654,7.82373,,950.996,14.2025,1647.029,227.8755,885.9702
,,,,,,,,,,,,,,,,,,,,,,,,,,5.774551,7.814117,529.8356,943.7023,14.21013,1639.616,225.7473,886.2659
,,,,,,,,,,,,,,,,,,,,,,,,,,5.822616,7.815718,,944.1222,14.21394,1626.126,227.8266,
,,,,,,,,,,,,,,,,,,,,,,,,,,5.830626,,529.6924,948.2078,14.21013,1623.565,227.9173,885.9702
,,,,,,,,,,,,,,,,,,,,,,,,,,5.822616,,,949.0039,14.19678,1625.622,227.5439,888.4158
,,,,,,,,,,,,,,,,,,,,,,,,,,5.774551,,,960.5519,14.19296,1625.491,230.9315,897.2937
,,,,,,,,,,,,,,,,,,,,,,,,,,5.756926,,,957.7846,14.18343,1624.533,233.5385,889.0078
,,,,,,,,,,,,,,,,,,,,,,,,,,5.750517,7.814117,529.5494,956.9924,14.17007,1622.946,234.2339,889.3038
,,,,,,,,,,,,,,,,,,,,,,,,,,5.734497,7.809309,,963.5173,14.15863,1625.828,232.6819,
,,,,,,,,,,,,,,,,,,,,,,,,,,,7.799696,,962.9998,,1639.198,232.3268,890.7834
,,,,,,,,,,,,,,,,,,,,,,,,,,5.736099,7.793288,,959.7285,14.16435,1655.057,232.4603,890.4873
,,,,,,,,,,,,,,,,,,,,,,,,,,5.734497,7.788482,,960.4009,14.19106,1661.034,231.2421,888.1201
,,,,,,,,,,,,,,,,,,,,,,,,,,5.758529,7.778869,529.4062,950.96,14.19868,1667.309,230.136,886.3444
,,,,,,,,,,,,,,,,,,,,,,,,,,5.774551,7.769255,,946.8497,14.2025,1659.368,230.6305,
,,,,,,,,,,,,,,,,,,,,,,,,,,5.822616,7.766052,,947.2645,,1646.915,229.4501,886.6404
,,,,,,,,,,,,,,,,,,,,,,,,,,5.830626,,,951.2252,,1638.953,230.937,889.3038
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,958.313,14.18343,1630.721,229.2383,895.8932
,,,,,,,,,,,,,,,,,,,,,,,,,,5.806594,,,958.8363,14.18152,1628.383,229.336,895.3015
,,,,,,,,,,,,,,,,,,,,,,,,,,5.76654,7.769255,,962.2285,14.1758,1627.582,231.7359,893.8216
,,,,,,,,,,,,,,,,,,,,,,,,,,5.760131,,,963.0031,14.16817,1629.139,230.6647,892.1251
,,,,,,,,,,,,,,,,,,,,,,,,,,5.75212,,529.2631,962.7395,14.16626,1631.937,230.506,889.0865
,,,,,,,,,,,,,,,,,,,,,,,,,,5.748916,7.762847,529.4062,960.3926,,1641.409,230.7605,887.6068
,,,,,,,,,,,,,,,,,,,,,,,,,,5.75212,7.759642,529.2631,962.2218,14.16245,1654.599,229.5662,893.5258
,,,,,,,,,,,,,,,,,,,,,,,,,,5.758529,7.75804,529.4062,959.6139,14.17198,1661.159,232.651,892.4211
,,,,,,,,,,,,,,,,,,,,,,,,,,5.76654,7.748428,,957.004,14.17961,1667.898,230.6865,890.8622
,,,,,,,,,,,,,,,,,,,,,,,,,,5.78897,7.742018,,958.3179,14.18915,1661.787,230.7796,893.605
,,,,,,,,,,,,,,,,,,,,,,,,,,5.808196,,,957.7945,14.19487,1649.008,230.4363,889.6785
,,,,,,,,,,,,,,,,,,,,,,,,,,5.830626,,,961.1887,14.18533,1636.475,230.4774,893.7424
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,958.0498,,1629.281,229.0833,892.5589
,,,,,,,,,,,,,,,,,,,,,,,,,,5.806594,7.748428,,960.6619,14.18152,1627.865,230.4559,891.967
,,,,,,,,,,,,,,,,,,,,,,,,,,5.782562,7.751632,,964.8292,14.17198,1628.977,231.2122,889.6785
,,,,,,,,,,,,,,,,,,,,,,,,,,5.76654,7.754837,,973.7582,14.16245,1632.222,229.519,892.6379
,,,,,,,,,,,,,,,,,,,,,,,,,,5.75212,7.753233,,970.7765,14.15482,1627.088,233.0193,891.1581
,,,,,,,,,,,,,,,,,,,,,,,,,,,7.751632,,969.1081,,1641.369,231.5741,888.4945
,,,,,,,,,,,,,,,,,,,,,,,,,,5.750517,,529.5494,966.1194,14.1758,1655.452,232.1382,888.7906
,,,,,,,,,,,,,,,,,,,,,,,,,,5.75212,7.748428,529.6924,962.1101,14.18343,1663.411,231.0688,879.6162
,,,,,,,,,,,,,,,,,,,,,,,,,,5.758529,7.745224,,963.6804,14.19487,1666.126,231.2847,891.7501
,,,,,,,,,,,,,,,,,,,,,,,,,,5.768141,,,952.6951,14.20441,1660.006,231.0955,
,,,,,,,,,,,,,,,,,,,,,,,,,,5.806594,,,952.1735,14.21013,1651.565,229.3291,890.2703
,,,,,,,,,,,,,,,,,,,,,,,,,,5.830626,,,950.0649,14.21394,1638.514,230.2352,893.8216
,,,,,,,,,,,,,,,,,,,,,,,,,,5.84024,7.748428,529.8356,953.489,14.21585,1631.461,230.4217,891.967
,,,,,,,,,,,,,,,,,,,,,,,,,,5.808196,7.751632,,958.9981,,1629.235,230.9373,895.5974
,,,,,,,,,,,,,,,,,,,,,,,,,,5.774551,7.754837,,959.5173,14.2025,1628.198,229.7093,894.6304
,,,,,,,,,,,,,,,,,,,,,,,,,,5.758529,,,965.2433,14.19678,1627.996,227.8709,895.2222
,,,,,,,,,,,,,,,,,,,,,,,,,,5.75212,,529.9786,964.2004,14.18724,1621.636,230.8568,894.6304
,,,,,,,,,,,,,,,,,,,,,,,,,,5.728087,7.753233,,972.2291,14.19487,1633.189,232.5242,894.9263
,,,,,,,,,,,,,,,,,,,,,,,,,,5.718475,7.748428,530.1218,967.9612,14.2025,1648.49,230.2344,893.7424
,,,,,,,,,,,,,,,,,,,,,,,,,,,7.745224,,964.3325,14.21967,1654.047,229.4516,893.3676
,,,,,,,,,,,,,,,,,,,,,,,,,,,7.742018,530.2649,958.7465,14.23874,1661.019,230.3448,889.225
,,,,,,,,,,,,,,,,,,,,,,,,,,5.734497,7.732406,,955.1978,14.24828,1658.49,229.5376,887.8242
,,,,,,,,,,,,,,,,,,,,,,,,,,5.760131,7.724394,530.408,950.729,14.2559,1645.364,228.6195,888.0414
,,,,,,,,,,,,,,,,,,,,,,,,,,5.768141,,,958.7564,14.25972,1637.879,229.356,889.8168
,,,,,,,,,,,,,,,,,,,,,,,,,,5.758529,7.722793,,960.0647,14.26163,1635.119,229.4441,888.6332
,,,,,,,,,,,,,,,,,,,,,,,,,,5.734497,7.721191,530.5511,957.4514,14.26353,1632.121,228.7339,887.7455
,,,,,,,,,,,,,,,,,,,,,,,,,,5.686431,,,960.848,,1626.483,230.054,887.3712
,,,,,,,,,,,,,,,,,,,,,,,,,,5.662399,,530.6942,968.6409,14.254,1628.871,228.3105,890.7045
,,,,,,,,,,,,,,,,,,,,,,,,,,5.646377,7.714782,,962.407,14.25209,1625.385,228.1716,889.7381
,,,,,,,,,,,,,,,,,,,,,,,,,,5.639968,7.705169,530.8373,966.7066,14.26353,1638.278,228.5123,885.2217
,,,,,,,,,,,,,,,,,,,,,,,,,,5.638366,7.697158,,964.3769,14.26925,1650.326,223.5484,879.3048
,,,,,,,,,,,,,,,,,,,,,,,,,,5.646377,7.689147,530.9804,963.7219,14.27498,1650.478,220.6422,882.5591
,,,,,,,,,,,,,,,,,,,,,,,,,,5.65599,7.682739,,963.21,14.29405,1650.318,219.0399,887.8843
,,,,,,,,,,,,,,,,,,,,,,,,,,5.662399,7.669921,,956.687,14.32266,1636.349,218.3403,886.1091
,,,,,,,,,,,,,,,,,,,,,,,,,,5.688033,7.660308,531.1235,949.5928,,1623.082,223.3184,883.7425
47.9,16.0,33.0,16.0,30.0,18.0,25.1,15.0,25.0,25.0,16.0,25.0,10.0,10.00002,10.0,10.00002,10.0,10.0,10.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,5.720077,7.657104,,954.3303,14.32648,1612.219,220.9247,
,,,,,,,,,,,,,,,,,,,,,,,,,,5.726486,,531.2666,960.8793,14.32457,1600.575,225.2069,884.2559
,,,,,,,,,,,,,,,,,,,,,,,,,,5.718475,7.658706,,959.835,14.32838,1595.815,224.9818,883.3682
,,,,,,,,,,,,,,,,,,,,,,,,,,5.684829,7.657104,531.4097,959.8334,14.3322,1594.994,225.8475,877.0787
,,,,,,,,,,,,,,,,,,,,,,,,,,5.662399,7.660308,,964.0006,14.32457,1595.134,226.3034,879.7407
,,,,,,,,,,,,,,,,,,,,,,,,,,5.649581,7.66191,,967.7504,14.32076,1595.067,225.0589,882.6985
,,,,,,,,,,,,,,,,,,,,,,,,,,5.639968,7.660308,531.5529,964.1157,14.32838,1605.439,220.3391,873.825
,,,,,,,,,,,,,,,,,,,,,,,,,,5.638366,,,963.34,,1620.808,217.4777,871.1627
,,,,,,,,,,,,,,,,,,,,,,,,,,,7.657104,531.696,962.562,14.34174,1627.267,215.1178,875.8953
,,,,,,,,,,,,,,,,,,,,,,,,,,,7.655501,,958.9156,14.36272,1626.748,216.8342,875.3038
,,,,,,,,,,,,,,,,,,,,,,,,,,5.647978,7.652297,531.8391,949.4584,14.38179,1625.574,217.1412,871.6773
,,,,,,,,,,,,,,,,,,,,,,,,,,5.678421,7.649092,,948.4062,14.3837,1614.756,217.6435,869.3112
,,,,,,,,,,,,,,,,,,,,,,,,,,5.688033,,531.9821,951.9544,14.3856,1603.309,219.2702,
,,,,,,,,,,,,,,,,,,,,,,,,,,5.686431,,,952.2164,14.3837,1589.856,219.7947,869.0154
,,,,,,,,,,,,,,,,,,,,,,,,,,5.684829,7.652297,532.1252,961.9163,,1581.023,220.4409,872.4873
,,,,,,,,,,,,,,,,,,,,,,,,,,5.662399,7.655501,532.2684,960.8692,14.37797,1578.977,220.7598,868.9385
,,,,,,,,,,,,,,,,,,,,,,,,,,5.644775,,,965.5489,14.3837,1580.297,219.1011,858.8834
,,,,,,,,,,,,,,,,,,,,,,,,,,5.638366,,532.2684,958.3627,14.37607,1577.028,215.284,858.2917
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,966.4482,,1588.58,213.4951,860.3619
,,,,,,,,,,,,,,,,,,,,,,,,,,,7.649092,,966.3087,14.37607,1603.275,211.3325,866.5726
,,,,,,,,,,,,,,,,,,,,,,,,,,5.647978,7.645889,532.4115,959.0135,14.3837,1601.742,213.9898,864.1303
,,,,,,,,,,,,,,,,,,,,,,,,,,5.662399,7.642684,532.5545,960.7032,14.39705,1602.343,216.0884,867.164
,,,,,,,,,,,,,,,,,,,,,,,,,,5.688033,7.639479,,952.838,14.41612,1603.033,216.2132,865.6852
,,,,,,,,,,,,,,,,,,,,,,,,,,5.700851,7.641082,532.6976,946.5001,14.43138,1591.216,218.5627,859.1791
,,,,,,,,,,,,,,,,,,,,,,,,,,5.726486,,,949.2648,,1575.041,218.658,858.8075
,,,,,,,,,,,,,,,,,,,,,,,,,,,7.642684,,948.7354,14.42375,1562.579,218.2128,864.6452
,,,,,,,,,,,,,,,,,,,,,,,,,,5.718475,7.652297,,952.4371,14.42184,1558.367,222.696,873.5159
,,,,,,,,,,,,,,,,,,,,,,,,,,5.676817,7.658706,532.8408,955.5926,14.41231,1558.326,224.8204,876.177
,,,,,,,,,,,,,,,,,,,,,,,,,,5.662399,,,964.3367,14.40086,1569.402,226.7832,862.5754
,,,,,,,,,,,,,,,,,,,,,,,,,,5.647978,,,964.4461,14.38751,1572.978,222.5404,879.4295
,,,,,,,,,,,,,,,,,,,,,,,,,,5.646377,,532.9839,963.1378,14.3837,1583.97,223.1248,877.6553
,,,,,,,,,,,,,,,,,,,,,,,,,,5.654388,7.652297,,961.8327,14.39323,1600.146,224.0618,876.4727
,,,,,,,,,,,,,,,,,,,,,,,,,,5.65599,7.649092,533.127,961.0585,14.40468,1608.464,220.7523,873.2201
,,,,,,,,,,,,,,,,,,,,,,,,,,5.654388,7.645889,533.27,952.7776,14.41994,1616.115,220.2251,
,,,,,,,,,,,,,,,,,,,,,,,,,,5.662399,7.637877,,948.8229,14.43329,1616.435,220.9106,876.177
,,,,,,,,,,,,,,,,,,,,,,,,,,5.684829,7.63307,,948.5627,14.46381,1603.558,220.8864,866.4194
,,,,,,,,,,,,,,,,,,,,,,,,,,5.724884,7.634674,533.4131,939.246,14.47144,1595.377,213.882,863.4623
,,,,,,,,,,,,,,,,,,,,,,,,,,5.734497,7.63307,,944.8495,14.46953,1586.935,211.711,866.0471
